# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "Homo_sapiens.GRCh38.96.chromosome.22.gff3" "-g" "exon_id" "-o" "counts.txt" "s1-unshuffled-pe-trim.sorted.bam" "s2-unshuffled-pe-trim.sorted.bam" "s3-unshuffled-pe-trim.sorted.bam" "s4-unshuffled-pe-trim.sorted.bam" "s5-unshuffled-pe-trim.sorted.bam" "s1-shuffled-pe-trim.sorted.bam" "s1-unshuffled-pe-trim.sorted.bam" "s2-shuffled-pe-trim.sorted.bam" "s2-unshuffled-pe-trim.sorted.bam" "s3-shuffled-pe-trim.sorted.bam" "s3-unshuffled-pe-trim.sorted.bam" "s4-shuffled-pe-trim.sorted.bam" "s4-unshuffled-pe-trim.sorted.bam" "s5-shuffled-pe-trim.sorted.bam" "s5-unshuffled-pe-trim.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	s1-unshuffled-pe-trim.sorted.bam	s2-unshuffled-pe-trim.sorted.bam	s3-unshuffled-pe-trim.sorted.bam	s4-unshuffled-pe-trim.sorted.bam	s5-unshuffled-pe-trim.sorted.bam	s1-shuffled-pe-trim.sorted.bam	s1-unshuffled-pe-trim.sorted.bam	s2-shuffled-pe-trim.sorted.bam	s2-unshuffled-pe-trim.sorted.bam	s3-shuffled-pe-trim.sorted.bam	s3-unshuffled-pe-trim.sorted.bam	s4-shuffled-pe-trim.sorted.bam	s4-unshuffled-pe-trim.sorted.bam	s5-shuffled-pe-trim.sorted.bam	s5-unshuffled-pe-trim.sorted.bam
ENSE00001735632	22	48141542	48141809	+	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001691874	22	48142006	48142044	+	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001752200	22	48142575	48142694	+	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001771197	22	48142989	48143229	+	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003836503	22	48254903	48256574	-	1672	1	0	0	4	1	0	1	0	0	0	0	0	4	0	1
ENSE00003838765	22	48257194	48257702	-	509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003836588	22	48258782	48259116	-	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00002687097	22	48274364	48274415	+	52	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0
ENSE00003832510	22	48403462	48403710	+	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003838584	22	48405289	48405439	+	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003838827	22	48413655	48413762	+	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003838442	22	48414728	48414830	+	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003837731	22	48415399	48415571	+	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001698433	22	48448890	48449339	+	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001771806	22	48451100	48451217	+	118	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
ENSE00001547996	22	48489460	48489704	+	245	2	0	2	4	0	0	2	0	0	0	2	0	4	0	0
ENSE00001753871	22;22;22	48646597;48646597;48646597	48646746;48646746;48646746	+;+;+	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003480957	22;22;22;22	48707717;48707717;48707717;48707717	48707844;48707844;48707844;48707844	+;+;+;+	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001561085	22	48749839	48750823	+	985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001131477	22	48489592	48489704	+	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001725696	22	48850758	48850912	+	155	2	0	2	2	2	0	2	0	0	0	2	0	2	0	2
ENSE00001694969	22	48576306	48576571	+	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001541245	22	48749839	48751932	+	2094	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
ENSE00001944625	22	48576453	48576571	+	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003515990	22	48707717	48707844	+	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001838116	22	48749839	48750488	+	650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001555415	22	48693247	48693381	+	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001553566	22	48749839	48750408	+	570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003761633	22	48538900	48539448	-	549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003766866	22	48544672	48544925	-	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003765527	22	48546513	48546603	-	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003762650	22	48546693	48547012	-	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003760550	22	48547194	48547387	-	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003768863	22	48538902	48539448	-	547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003768187	22	48547223	48547342	-	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003760501	22	48543321	48545706	-	2386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003774479	22	48546513	48547012	-	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003774067	22	48547223	48547348	-	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00002693317	22	48780295	48780353	+	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003788649	22	48866770	48866847	+	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003785884	22	48885053	48885112	+	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003789616	22	48887013	48887212	+	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001591865	22	48892666	48893132	+	467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001487091	22	48894404	48894615	+	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001487089	22	48894735	48896143	+	1409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001487088	22	48896798	48898386	+	1589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003837896	22	49166421	49166743	-	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003831420	22	49168125	49168728	-	604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003833717	22	49188002	49188062	-	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001806002	22	49213911	49214247	-	337	335	97	667	714	614	0	335	0	97	0	667	1	714	0	614
ENSE00003756204	22	49264201	49266080	+	1880	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSE00003833321	22	49372924	49374463	+	1540	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4
ENSE00003832149	22	49376320	49377119	+	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001595042	22	49414524	49416035	-	1512	5	0	2	0	0	0	5	0	0	0	2	0	0	0	0
ENSE00001669960	22	49416602	49416735	-	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001775575	22;22	49416815;49416815	49416928;49416928	-;-	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001694252	22;22	49440876;49440876	49441212;49441212	-;-	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001657619	22	49657405	49657504	-	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001866526	22	49415776	49416035	-	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001910660	22	49423442	49423692	-	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001858518	22	49425322	49425437	-	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001785224	22	49436224	49436375	-	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001741895	22	49657405	49657457	-	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001387649	22	49619642	49620269	-	628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001713955	22	49620456	49620660	-	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001365679	22	49622195	49623610	-	1416	0	0	0	0	2	0	0	0	0	0	0	0	0	2	2
ENSE00003469515	22	49624178	49624681	-	504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001367695	22	49624858	49624920	-	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001541231	22	49619644	49620660	-	1017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001487068	22;22	49624447;49624447	49624681;49624681	-;-	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001487059	22;22;22	49624858;49624858;49624858	49624936;49624936;49624936	-;-;-	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001541232	22	49657405	49657542	-	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001548353	22	49620471	49620660	-	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001552423	22	49624370	49624681	-	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001564558	22	49626843	49627047	-	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001559618	22	49656624	49657430	-	807	2	0	11	8	0	2	2	9	0	4	11	1	8	1	0
ENSE00003614638	22	49624167	49624253	-	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003712493	22	49626843	49626894	-	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003758948	22	49500568	49501585	+	1018	0	0	4	2	0	0	0	0	0	0	4	0	2	0	0
ENSE00003756755	22	49534062	49534926	+	865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00002716121	22	49543393	49543466	-	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001707529	22	49548681	49548752	+	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001509403	22	49552652	49556473	+	3822	0	0	2	6	14	0	0	0	0	0	2	0	6	0	14
ENSE00001514666	22	49572264	49574560	-	2297	0	0	3	11	1	0	0	0	0	2	3	0	11	0	1
ENSE00001774033	22	49575345	49575426	-	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001801787	22	49612657	49615490	-	2834	0	0	2	4	6	0	0	0	0	0	2	0	4	0	6
ENSE00001755824	22	49615576	49615716	-	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001647049	22	49718053	49720831	-	2779	1	0	1	0	1	0	1	0	0	0	1	0	0	1	1
ENSE00001735189	22	49723511	49724506	-	996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001591028	22	49738677	49739003	+	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001526373	22	49757627	49757712	-	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001694645	22	49757956	49758001	-	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001535313	22	49758297	49758980	-	684	0	0	0	1	4	3	0	2	0	3	0	2	1	0	4
ENSE00003631816	22	49773283	49774416	-	1134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003676553	22	49775591	49775745	-	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003558523	22	49776050	49776159	-	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003675763	22	49777034	49777161	-	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003608629	22	49777678	49777813	-	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001487036	22	49787390	49787522	-	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00000657453	22;22;22;22;22	49794034;49794034;49794034;49794034;49794034	49794294;49794294;49794294;49794294;49794294	-;-;-;-;-	261	0	0	11	12	6	2	0	0	0	2	11	1	12	2	6
ENSE00000657455	22;22;22;22;22	49797805;49797805;49797805;49797805;49797805	49798117;49798117;49798117;49798117;49798117	-;-;-;-;-	313	2	0	8	9	5	2	2	5	0	6	8	3	9	5	5
ENSE00000657457	22;22;22;22;22	49798558;49798558;49798558;49798558;49798558	49798686;49798686;49798686;49798686;49798686	-;-;-;-;-	129	1	0	15	6	3	0	1	1	0	0	15	0	6	0	3
ENSE00000657459	22;22;22;22;22	49798988;49798988;49798988;49798988;49798988	49799119;49799119;49799119;49799119;49799119	-;-;-;-;-	132	0	0	12	8	4	3	0	0	0	0	12	0	8	0	4
ENSE00002520503	22;22;22;22;22	49804204;49804204;49804204;49804204;49804204	49804360;49804360;49804360;49804360;49804360	-;-;-;-;-	157	2	0	16	12	4	1	2	0	0	2	16	2	12	0	4
ENSE00001625393	22	49822951	49823213	-	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003671292	22;22;22	49773283;49773283;49773283	49774416;49774416;49774416	-;-;-	1134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003626249	22;22;22;22	49775591;49775591;49775591;49775591	49775745;49775745;49775745;49775745	-;-;-;-	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003677041	22;22;22;22	49776050;49776050;49776050;49776050	49776159;49776159;49776159;49776159	-;-;-;-	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003743625	22;22;22;22	49777034;49777034;49777034;49777034	49777161;49777161;49777161;49777161	-;-;-;-	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003717582	22;22;22;22	49777678;49777678;49777678;49777678	49777813;49777813;49777813;49777813	-;-;-;-	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003657396	22;22	49787390;49787390	49787494;49787494	-;-	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00000657463	22;22	49822951;49822951	49824804;49824804	-;-	1854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001548607	22;22	49822951;49822951	49824331;49824331	-;-	1381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001556220	22	49825730	49825900	-	171	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0
ENSE00001379297	22;22	49787390;49787390	49787887;49787887	-;-	498	2	1	7	3	1	2	2	1	1	3	7	1	3	7	1
ENSE00002519693	22	49827497	49827512	-	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00002214396	22	49773293	49774416	-	1124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001934365	22	49775261	49775745	-	485	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0
ENSE00001907644	22	49776050	49776115	-	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001810448	22	49818212	49818383	-	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003657024	22	49822951	49823301	-	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001874887	22	49820833	49820986	-	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001930357	22	49822951	49823205	-	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003758290	22	49805452	49807208	+	1757	1	0	2	0	1	1	1	0	0	0	2	0	0	2	1
ENSE00001775672	22	49817248	49817712	+	465	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSE00002627980	22	49832616	49833687	-	1072	1	5	4	5	3	0	1	0	5	0	4	0	5	0	3
ENSE00002605050	22	49837292	49837786	-	495	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0
ENSE00001636290	22	49845929	49846090	+	162	1	0	0	3	1	0	1	0	0	0	0	0	3	0	1
ENSE00003719937	22	49846456	49846720	+	265	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
ENSE00003758142	22	49851425	49853364	+	1940	0	1	3	0	1	0	0	0	1	0	3	0	0	0	1
ENSE00001032543	22	49853844	49853989	+	146	0	0	1	0	2	0	0	1	0	0	1	0	0	1	2
ENSE00000657465	22	49883334	49890080	+	6747	64	22	100	107	138	78	64	89	22	103	100	114	107	110	138
ENSE00001330529	22	49900229	49904066	-	3838	0	0	2	4	2	0	0	0	0	3	2	0	4	0	2
ENSE00003463237	22;22	49904179;49904179	49904254;49904254	-;-	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00002441975	22;22	49904337;49904337	49904506;49904506	-;-	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00002529719	22;22	49907721;49907721	49907944;49907944	-;-	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00002454355	22;22	49909244;49909244	49909347;49909347	-;-	104	4	4	2	10	2	0	4	0	4	0	2	0	10	0	2
ENSE00002250898	22;22	49909894;49909894	49910088;49910088	-;-	195	4	4	2	9	0	0	4	2	4	2	2	0	9	0	0
ENSE00002216882	22	49910434	49910607	-	174	0	2	0	0	6	2	0	1	2	2	0	0	0	0	6
ENSE00002249644	22	49913385	49913517	-	133	2	4	0	2	4	0	2	1	4	0	0	0	2	1	4
ENSE00002270589	22	49913604	49913843	-	240	6	2	7	14	10	2	6	5	2	0	7	2	14	2	10
ENSE00001427144	22	49918263	49918438	-	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001940152	22	49903650	49903879	-	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001911172	22	49907721	49907918	-	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001815747	22	49903961	49904066	-	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003679724	22	49904179	49904254	-	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001874587	22	49904337	49904384	-	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003706885	22	49902228	49904576	+	2349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001618369	22	49918167	49918430	+	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001562476	22	49918759	49918898	+	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003466698	22;22;22;22;22	49919230;49919230;49919230;49919230;49919230	49919312;49919312;49919312;49919312;49919312	+;+;+;+;+	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003474188	22;22;22;22;22	49919730;49919730;49919730;49919730;49919730	49919840;49919840;49919840;49919840;49919840	+;+;+;+;+	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003641038	22;22;22;22;22	49920156;49920156;49920156;49920156;49920156	49920247;49920247;49920247;49920247;49920247	+;+;+;+;+	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003543209	22;22;22;22;22	49921585;49921585;49921585;49921585;49921585	49921761;49921761;49921761;49921761;49921761	+;+;+;+;+	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003787973	22;22;22;22;22	49922612;49922612;49922612;49922612;49922612	49922707;49922707;49922707;49922707;49922707	+;+;+;+;+	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00002268276	22	49918635	49918898	+	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001560078	22	49922297	49922443	+	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003607096	22;22;22	49923234;49923234;49923234	49923317;49923317;49923317	+;+;+	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003478333	22;22;22	49924360;49924360;49924360	49924455;49924455;49924455	+;+;+	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001323718	22;22;22;22	49925417;49925417;49925417;49925417	49925557;49925557;49925557;49925557	+;+;+;+	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001860079	22	49927255	49927540	+	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001897449	22	49918696	49918898	+	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003557714	22	49927255	49927528	+	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003460897	22	49918733	49918898	+	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003510601	22;22	49919230;49919230	49919312;49919312	+;+	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003592040	22;22	49919730;49919730	49919840;49919840	+;+	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003644626	22;22	49920156;49920156	49920247;49920247	+;+	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003534367	22;22;22;22	49921585;49921585;49921585;49921585	49921761;49921761;49921761;49921761	+;+;+;+	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003614858	22;22;22;22	49922612;49922612;49922612;49922612	49922707;49922707;49922707;49922707	+;+;+;+	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003626021	22;22	49923234;49923234	49923317;49923317	+;+	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003508829	22;22	49924360;49924360	49924455;49924455	+;+	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001827001	22	49925417	49926505	+	1089	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1
ENSE00003664308	22;22	49918733;49918733	49918898;49918898	+;+	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001845690	22;22	49927255;49927255	49927534;49927534	+;+	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001887726	22	49918770	49918898	+	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001938158	22	49923234	49923400	+	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001932670	22	49921289	49921473	+	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001829869	22	49921871	49922033	+	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001954395	22	49921307	49921473	+	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001891075	22	49923234	49923264	+	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001733400	22	49921584	49921761	+	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001797330	22	49924986	49925129	+	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001886985	22	49923210	49925557	+	2348	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5
ENSE00003684338	22	49927255	49927528	+	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003758905	22	49933198	49934074	-	877	0	0	0	0	2	0	0	2	0	0	0	0	0	0	2
ENSE00001852932	22	49960768	49961234	+	467	2	0	4	4	6	0	2	0	0	0	4	0	4	0	6
ENSE00003506831	22	49961318	49961368	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001917776	22	49961442	49961646	+	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001415895	22	49960772	49961032	+	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001413115	22	49961125	49961234	+	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003481245	22	49961318	49961368	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001409228	22	49961442	49961811	+	370	3	2	32	25	26	4	3	1	2	1	32	2	25	2	26
ENSE00001408637	22	49962689	49962865	+	177	26	7	38	63	50	11	26	9	7	12	38	17	63	15	50
ENSE00001486858	22	49962940	49964072	+	1133	109	13	227	202	234	184	109	169	13	211	227	191	202	182	234
ENSE00003751371	22	49962866	49962939	+	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001429024	22;22	49994513;49994513	49996860;49996860	-;-	2348	2	0	0	2	0	0	2	0	0	0	0	0	2	0	0
ENSE00001376658	22;22	49996994;49996994	49997074;49997074	-;-	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001377991	22;22	49997320;49997320	49997416;49997416	-;-	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001371040	22;22	49997685;49997685	49997742;49997742	-;-	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001380427	22;22	49998025;49998025	49998069;49998069	-;-	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001369484	22;22	49998137;49998137	49998309;49998309	-;-	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001507429	22;22	49999291;49999291	49999345;49999345	-;-	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001376379	22;22	49999431;49999431	49999502;49999502	-;-	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001382573	22;22	49999828;49999828	49999967;49999967	-;-	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001363919	22;22	50000478;50000478	50000592;50000592	-;-	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001387701	22;22	50000754;50000754	50000863;50000863	-;-	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001389784	22;22	50001082;50001082	50001231;50001231	-;-	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001407743	22	50008637	50008692	-	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001523182	22	50008637	50008664	-	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001523183	22	50008983	50009063	-	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001523184	22	50012545	50012659	-	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001554969	22	50015123	50015283	-	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001550054	22;22	50016422;50016422	50016562;50016562	-;-	141	0	0	2	6	2	0	0	0	0	0	2	0	6	0	2
ENSE00001366757	22;22	50030430;50030430	50030925;50030925	-;-	496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00000935804	22;22	50031686;50031686	50032109;50032109	-;-	424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00000935803	22;22	50033202;50033202	50033445;50033445	-;-	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001131215	22	50034345	50034462	-	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001486832	22	50041187	50041277	-	91	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
ENSE00001291365	22;22	50041621;50041621	50041807;50041807	-;-	187	0	0	0	2	2	0	0	0	0	0	0	0	2	0	2
ENSE00001375695	22;22	50045255;50045255	50045389;50045389	-;-	135	2	0	4	2	4	0	2	0	0	0	4	0	2	0	4
ENSE00001327607	22;22	50045856;50045856	50045970;50045970	-;-	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00001383828	22;22	50047168;50047168	50047296;50047296	-;-	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSE00003690167	22;22	50049249;50049249	50049322;50049322	-;-	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
